row_type,sample_id,symbol,anchor_timestamp,source_mode,session,volatility_bucket,daily_atr_at_anchor,direction_guess,direction_confidence,direction_source_timeframe,sweep_type,swept_level,sweep_extreme,sweep_timestamp,direction_reason_codes,entry_hypothesis_type,entry_price,entry_level_source,entry_level_confidence,entry_level_reason_codes,entry_is_heuristic,entry_level_is_heuristic,entry_direction_conflict,pip_size,matched_control_for_entry_source,matched_control_for_session,control_generation_method,control_random_seed,control_lookahead_safe,sweep_control_lookback_minutes,sweep_control_anchor_delay_minutes,control_skip_reason,sl_20_price,sl_40_price,sl_20_hit,sl_40_hit,time_to_sl_20_minutes,time_to_sl_40_minutes,reaction_5m_pips,reaction_15m_pips,reaction_30m_pips,reaction_60m_pips,reaction_240m_pips,time_to_50_pips_minutes,time_to_100_pips_minutes,time_to_250_pips_minutes,time_to_500_pips_minutes,time_to_1000_pips_minutes,fast_reaction_100pips_15m,slow_reaction_100pips_30m_plus,immediate_reaction_good,max_favorable_pips,max_adverse_pips,time_to_max_favorable_minutes,time_to_max_adverse_minutes,hit_50_pips,hit_100_pips,hit_250_pips,hit_500_pips,hit_1000_pips,be_possible_after_100_pips,returned_to_entry_after_100_pips,be_would_protect_after_100_pips,accumulation_after_entry,dirty_chop_after_entry,entry_cross_count_first_60m,m5_followthrough_quality,automatic_outcome_label,secondary_outcome_flags,reason_codes,limitations,visual_html_path
CONTROL,control_0067,XAUUSD,2026-02-25T10:28:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,SHORT,MEDIUM,M5,UPWARD_SWEEP,5192.88,5194.37,2026-02-25T10:20:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,5190.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,5192.0,5194.0,True,True,1.0,2.0,-48.8,-33.5,34.6,24.4,39.9,31.0,35.0,163.0,,,False,True,False,347.3,74.1,169.0,10.0,True,True,True,False,False,True,True,True,False,False,1,GOOD,FAST_SL_20,RETURNED_TO_ENTRY_AFTER_100_PIPS,CONTROL_PRE_ANCHOR_ROUND_LEVEL|SL20_BEFORE_50P|SLOW_100P_REACTION,,
CONTROL,control_0068,XAUUSD,2026-04-13T07:52:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,LONG,HIGH,M5,DOWNWARD_SWEEP,4712.31,4709.01,2026-04-13T07:30:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4720.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,4718.0,4716.0,True,False,24.0,,36.8,20.3,-10.9,36.1,66.7,10.0,65.0,,,,False,True,True,200.3,35.5,179.0,32.0,True,True,False,False,False,True,False,False,False,True,6,MODERATE,GOOD_SLOW_REACTION,DIRTY_CHOP_AFTER_ENTRY,CONTROL_PRE_ANCHOR_ROUND_LEVEL|SLOW_100P_REACTION,,
CONTROL,control_0069,XAUUSD,2026-02-12T09:41:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,LONG,MEDIUM,M5,DOWNWARD_SWEEP,5056.91,5056.66,2026-02-12T09:25:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,5060.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,5058.0,5056.0,True,True,1.0,51.0,-27.5,-3.3,113.1,29.9,28.9,18.0,24.0,,,,False,False,False,208.1,75.7,130.0,52.0,True,True,False,False,False,True,True,True,False,True,9,GOOD,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,CONTROL_PRE_ANCHOR_ROUND_LEVEL|SL20_BEFORE_50P,,
CONTROL,control_0070,XAUUSD,2026-03-23T06:03:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,SHORT,MEDIUM,M1,UPWARD_SWEEP,4369.96,4370.1,2026-03-23T06:01:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4360.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,4362.0,4364.0,True,True,0.0,0.0,-67.5,-75.2,-8.1,-159.6,1317.8,49.0,87.0,87.0,109.0,145.0,False,True,False,2614.7,216.5,199.0,33.0,True,True,True,True,True,True,False,False,False,False,2,MODERATE,FAST_SL_20,,CONTROL_PRE_ANCHOR_ROUND_LEVEL|SL20_BEFORE_50P|SLOW_100P_REACTION,,
CONTROL,control_0071,XAUUSD,2026-03-30T09:53:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,SHORT,MEDIUM,M5,UPWARD_SWEEP,4541.59,4541.94,2026-03-30T09:40:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4540.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,4542.0,4544.0,False,False,,,78.0,97.5,133.9,150.6,78.3,3.0,7.0,,,,True,False,True,239.1,7.8,41.0,129.0,True,True,False,False,False,True,True,True,False,False,0,GOOD,GOOD_FAST_REACTION,RETURNED_TO_ENTRY_AFTER_100_PIPS,CONTROL_PRE_ANCHOR_ROUND_LEVEL|FAST_100P_REACTION,,
CONTROL,control_0072,XAUUSD,2026-03-27T06:40:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,SHORT,HIGH,M5,UPWARD_SWEEP,4440.67,4442.03,2026-03-27T06:35:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4440.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,4442.0,4444.0,True,True,6.0,11.0,-15.6,-69.2,-34.2,-331.5,55.2,225.0,236.0,,,,False,True,False,110.5,351.7,236.0,60.0,True,True,False,False,False,True,False,False,False,False,0,POOR,FAST_SL_20,,CONTROL_PRE_ANCHOR_ROUND_LEVEL|SL20_BEFORE_50P|SLOW_100P_REACTION,,
CONTROL,control_0073,XAUUSD,2026-02-03T11:08:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,LONG,HIGH,M5,DOWNWARD_SWEEP,4911.28,4908.11,2026-02-03T11:00:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4920.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,4918.0,4916.0,True,True,2.0,2.0,-41.9,-185.6,-65.7,-51.9,41.3,37.0,174.0,,,,False,True,False,162.9,362.0,176.0,136.0,True,True,False,False,False,True,True,True,False,True,3,CHOP,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,CONTROL_PRE_ANCHOR_ROUND_LEVEL|SL20_BEFORE_50P|SLOW_100P_REACTION,,
CONTROL,control_0074,XAUUSD,2026-02-27T09:35:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,LONG,HIGH,M5,DOWNWARD_SWEEP,5177.69,5175.9,2026-02-27T09:30:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,5180.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,5178.0,5176.0,True,True,18.0,49.0,9.4,-5.4,11.5,15.5,-8.1,,,,,,False,False,False,28.6,113.0,4.0,158.0,False,False,False,False,False,False,False,False,False,True,12,CHOP,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY,CONTROL_PRE_ANCHOR_ROUND_LEVEL|SL20_BEFORE_50P,,
CONTROL,control_0075,XAUUSD,2026-02-24T10:39:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,SHORT,MEDIUM,M5,UPWARD_SWEEP,5181.36,5181.97,2026-02-24T10:35:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,5180.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,5182.0,5184.0,False,False,,,52.6,80.0,30.8,95.5,234.4,2.0,7.0,219.0,,,True,False,True,330.1,14.7,220.0,104.0,True,True,True,False,False,True,True,True,False,False,2,GOOD,GOOD_FAST_REACTION,RETURNED_TO_ENTRY_AFTER_100_PIPS,CONTROL_PRE_ANCHOR_ROUND_LEVEL|FAST_100P_REACTION,,
CONTROL,control_0076,XAUUSD,2026-05-05T06:04:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,LONG,HIGH,M5,DOWNWARD_SWEEP,4538.83,4537.51,2026-05-05T06:00:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4540.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,4538.0,4536.0,True,True,20.0,39.0,9.6,5.5,-16.7,-50.2,129.2,124.0,151.0,,,,False,True,False,141.8,120.1,240.0,86.0,True,True,False,False,False,True,True,True,False,False,1,POOR,FAST_SL_20,RETURNED_TO_ENTRY_AFTER_100_PIPS,CONTROL_PRE_ANCHOR_ROUND_LEVEL|SL20_BEFORE_50P|SLOW_100P_REACTION,,
CONTROL,control_0077,XAUUSD,2026-03-02T08:32:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,SHORT,HIGH,M5,UPWARD_SWEEP,5381.41,5382.42,2026-03-02T08:30:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,5380.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,5382.0,5384.0,True,True,6.0,16.0,16.6,-21.9,-92.9,-302.3,-99.8,0.0,,,,,False,False,True,57.2,392.6,11.0,48.0,True,False,False,False,False,False,False,False,False,True,3,MODERATE,GOOD_REACTION_BUT_DIRTY_ACCUMULATION,DIRTY_CHOP_AFTER_ENTRY,CONTROL_PRE_ANCHOR_ROUND_LEVEL,,
CONTROL,control_0078,XAUUSD,2026-04-08T10:21:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,LONG,MEDIUM,M5,DOWNWARD_SWEEP,4809.68,4809.32,2026-04-08T10:20:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4810.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,4808.0,4806.0,True,True,17.0,20.0,94.3,1.7,86.4,53.2,-252.7,2.0,4.0,,,,True,False,True,112.1,387.3,4.0,175.0,True,True,False,False,False,True,True,True,False,True,6,GOOD,GOOD_FAST_REACTION,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,CONTROL_PRE_ANCHOR_ROUND_LEVEL|FAST_100P_REACTION,,
CONTROL,control_0079,XAUUSD,2026-03-11T08:41:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,LONG,HIGH,M5,DOWNWARD_SWEEP,5202.27,5200.66,2026-03-11T08:35:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,5200.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,5198.0,5196.0,True,True,0.0,1.0,-59.3,-26.6,-27.6,-109.9,-182.3,,,,,,False,False,False,21.7,245.6,26.0,117.0,False,False,False,False,False,False,False,False,False,True,4,POOR,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY,CONTROL_PRE_ANCHOR_ROUND_LEVEL|SL20_BEFORE_50P,,
CONTROL,control_0080,XAUUSD,2026-02-26T10:57:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,SHORT,HIGH,M5,UPWARD_SWEEP,5180.92,5182.35,2026-02-26T10:50:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,5180.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,5182.0,5184.0,True,True,15.0,51.0,34.5,-18.3,-17.4,-85.1,-6.8,7.0,113.0,,,,False,True,True,222.2,102.0,185.0,69.0,True,True,False,False,False,True,True,True,False,True,3,CHOP,GOOD_SLOW_REACTION,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,CONTROL_PRE_ANCHOR_ROUND_LEVEL|SLOW_100P_REACTION,,
CONTROL,control_0081,XAUUSD,2026-05-04T09:35:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,LONG,MEDIUM,M5,DOWNWARD_SWEEP,4587.76,4587.35,2026-05-04T09:30:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4590.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,4588.0,4586.0,True,True,0.0,3.0,-36.9,22.4,11.3,-27.2,-316.3,,,,,,False,False,False,34.0,627.2,39.0,227.0,False,False,False,False,False,False,False,False,False,True,16,POOR,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY,CONTROL_PRE_ANCHOR_ROUND_LEVEL|SL20_BEFORE_50P,,
CONTROL,control_0082,XAUUSD,2026-04-08T09:03:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,SHORT,HIGH,M5,UPWARD_SWEEP,4822.57,4825.14,2026-04-08T08:40:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4830.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,4832.0,4834.0,True,True,17.0,17.0,81.5,20.2,-35.2,150.2,398.4,5.0,57.0,142.0,221.0,,False,True,True,536.0,98.1,222.0,33.0,True,True,True,True,False,True,False,False,False,True,3,GOOD,GOOD_SLOW_REACTION,DIRTY_CHOP_AFTER_ENTRY,CONTROL_PRE_ANCHOR_ROUND_LEVEL|SLOW_100P_REACTION,,
CONTROL,control_0083,XAUUSD,2026-02-16T11:46:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,LONG,HIGH,M5,DOWNWARD_SWEEP,5010.13,5008.55,2026-02-16T11:45:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,5010.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,5008.0,5006.0,True,True,26.0,36.0,60.5,49.9,15.8,-1.6,-169.3,2.0,,,,,False,False,True,72.8,175.2,16.0,240.0,True,False,False,False,False,False,False,False,False,True,7,CHOP,GOOD_REACTION_BUT_DIRTY_ACCUMULATION,DIRTY_CHOP_AFTER_ENTRY,CONTROL_PRE_ANCHOR_ROUND_LEVEL,,
CONTROL,control_0084,XAUUSD,2026-04-27T08:59:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,LONG,MEDIUM,M5,DOWNWARD_SWEEP,4709.02,4708.8,2026-04-27T08:50:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4710.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,4708.0,4706.0,True,True,151.0,161.0,9.3,46.4,44.0,28.3,-64.0,11.0,,,,,False,False,True,84.0,104.5,85.0,211.0,True,False,False,False,False,False,False,False,False,False,0,MODERATE,GOOD_REACTION_BUT_DIRTY_ACCUMULATION,,CONTROL_PRE_ANCHOR_ROUND_LEVEL,,
CONTROL,control_0085,XAUUSD,2026-05-06T07:53:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,LONG,LOW,M1,DOWNWARD_SWEEP,4645.89,4645.64,2026-05-06T07:25:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4650.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,4648.0,4646.0,True,True,38.0,39.0,-8.3,37.9,19.4,27.4,457.7,16.0,63.0,173.0,237.0,,False,True,False,525.1,54.5,239.0,43.0,True,True,True,True,False,True,False,False,False,True,9,CHOP,GOOD_SLOW_REACTION,DIRTY_CHOP_AFTER_ENTRY,CONTROL_PRE_ANCHOR_ROUND_LEVEL|SLOW_100P_REACTION,,
CONTROL,control_0086,XAUUSD,2026-02-26T07:41:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,LONG,MEDIUM,M5,DOWNWARD_SWEEP,5196.58,5196.18,2026-02-26T07:35:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,5200.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,5198.0,5196.0,True,True,4.0,5.0,-60.4,-28.4,-34.9,-28.5,-173.3,,,,,,False,False,False,16.7,322.6,2.0,186.0,False,False,False,False,False,False,False,False,False,False,1,POOR,FAST_SL_20,,CONTROL_PRE_ANCHOR_ROUND_LEVEL|SL20_BEFORE_50P,,
CONTROL,control_0087,XAUUSD,2026-02-27T11:39:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,SHORT,HIGH,M5,UPWARD_SWEEP,5181.11,5182.23,2026-02-27T11:25:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,5180.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,5182.0,5184.0,True,True,6.0,136.0,-10.3,65.0,48.2,52.9,-387.2,9.0,33.0,,,,False,True,True,113.0,606.0,34.0,228.0,True,True,False,False,False,True,True,True,False,True,3,GOOD,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,CONTROL_PRE_ANCHOR_ROUND_LEVEL|SL20_BEFORE_50P|SLOW_100P_REACTION,,
CONTROL,control_0088,XAUUSD,2026-03-26T07:40:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,LONG,HIGH,M5,DOWNWARD_SWEEP,4489.04,4480.16,2026-03-26T07:30:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4490.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,4488.0,4486.0,True,True,3.0,4.0,-126.1,-292.8,-567.3,-458.2,-631.2,2.0,,,,,False,False,True,51.6,775.0,3.0,183.0,True,False,False,False,False,False,False,False,False,False,2,MODERATE,GOOD_REACTION_BUT_DIRTY_ACCUMULATION,,CONTROL_PRE_ANCHOR_ROUND_LEVEL,,
CONTROL,control_0089,XAUUSD,2026-03-30T10:34:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,SHORT,MEDIUM,M5,UPWARD_SWEEP,4534.72,4534.95,2026-03-30T10:15:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4520.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,4522.0,4524.0,True,True,0.0,4.0,-34.2,-4.7,-78.1,-129.4,-229.6,,,,,,False,False,False,39.1,278.4,0.0,232.0,False,False,False,False,False,False,False,False,False,True,5,POOR,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY,CONTROL_PRE_ANCHOR_ROUND_LEVEL|SL20_BEFORE_50P,,
CONTROL,control_0090,XAUUSD,2026-02-05T11:59:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,SHORT,HIGH,M5,UPWARD_SWEEP,4891.47,4894.19,2026-02-05T11:45:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4860.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,4862.0,4864.0,True,True,1.0,1.0,-7.4,-144.2,-16.7,-169.8,243.1,0.0,29.0,134.0,187.0,,False,False,True,579.3,345.7,187.0,84.0,True,True,True,True,False,True,True,True,False,True,11,GOOD,GOOD_REACTION_BUT_DIRTY_ACCUMULATION,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,CONTROL_PRE_ANCHOR_ROUND_LEVEL,,
CONTROL,control_0091,XAUUSD,2026-03-23T09:54:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,SHORT,HIGH,M5,UPWARD_SWEEP,4216.32,4232.51,2026-03-23T09:45:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4190.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,4192.0,4194.0,True,True,0.0,0.0,-142.4,-435.0,-308.0,-388.6,-2139.3,,,,,,False,False,False,34.9,2727.5,4.0,197.0,False,False,False,False,False,False,False,False,False,False,0,POOR,FAST_SL_20,,CONTROL_PRE_ANCHOR_ROUND_LEVEL|SL20_BEFORE_50P,,
CONTROL,control_0092,XAUUSD,2026-05-15T09:31:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,SHORT,HIGH,M5,UPWARD_SWEEP,4578.27,4580.55,2026-05-15T09:30:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4580.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,4582.0,4584.0,True,True,40.0,41.0,78.0,91.1,109.5,11.7,252.7,3.0,11.0,106.0,,,True,False,True,481.1,86.3,199.0,49.0,True,True,True,False,False,True,True,True,False,True,4,GOOD,GOOD_FAST_REACTION,DIRTY_CHOP_AFTER_ENTRY|RETURNED_TO_ENTRY_AFTER_100_PIPS,CONTROL_PRE_ANCHOR_ROUND_LEVEL|FAST_100P_REACTION,,
CONTROL,control_0093,XAUUSD,2026-04-24T05:00:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,LONG,MEDIUM,M5,DOWNWARD_SWEEP,4690.37,4690.29,2026-04-24T04:45:00+00:00,RECENT_LOCAL_LOW_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4700.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,4698.0,4696.0,True,True,0.0,2.0,-27.3,-66.4,-127.9,-239.0,-153.6,,,,,,False,False,False,7.3,422.6,0.0,151.0,False,False,False,False,False,False,False,False,False,False,0,POOR,FAST_SL_20,,CONTROL_PRE_ANCHOR_ROUND_LEVEL|SL20_BEFORE_50P,,
CONTROL,control_0094,XAUUSD,2026-05-13T06:33:00+00:00,ENTRY_SOURCE_SESSION_MATCHED_CONTROL,LONDON,,,SHORT,MEDIUM,M5,UPWARD_SWEEP,4693.45,4694.43,2026-05-13T06:10:00+00:00,RECENT_LOCAL_HIGH_TAKEN_AND_REJECTED_OR_STALLED,ROUND_LEVEL_TOUCH_ENTRY,4700.0,ROUND_LEVEL,MEDIUM,CONTROL_PRE_ANCHOR_ROUND_LEVEL,True,True,False,0.1,True,True,ROUND_LEVEL_PRE_ANCHOR_RANDOM,42,True,,,,4702.0,4704.0,True,True,0.0,0.0,-47.5,-28.5,32.4,-10.9,-59.0,24.0,,,,,False,False,False,63.0,154.1,117.0,165.0,True,False,False,False,False,False,False,False,False,True,4,MODERATE,FAST_SL_20,DIRTY_CHOP_AFTER_ENTRY,CONTROL_PRE_ANCHOR_ROUND_LEVEL|SL20_BEFORE_50P,,
